Time_Step,energy,avg_amp,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9,Node_10,Node_11,Node_12,Node_13,Node_14,Node_15,Node_16,Node_17,Node_18,Node_19,Node_20,Node_21,Node_22,Node_23,Node_24,Node_25,Node_26,Node_27,Node_28,Node_29,Node_30,Node_31,Node_32,Node_33,Node_34,Node_35,Node_36,Node_37,Node_38,Node_39,Node_40,Node_41,Node_42,Node_43,Node_44,Node_45,Node_46,Node_47,Node_48,Node_49,Node_50,Node_51,Node_52,Node_53,Node_54,Node_55,Node_56,Node_57,Node_58,Node_59,Node_60,Node_61,Node_62,Node_63,Node_64,Node_65,Node_66,Node_67,Node_68,Node_69,Node_70,Node_71,Node_72,Node_73,Node_74,Node_75,Node_76,Node_77,Node_78,Node_79,Node_80,Node_81,Node_82,Node_83,Node_84,Node_85,Node_86,Node_87,Node_88,Node_89,Node_90,Node_91,Node_92,Node_93,Node_94,Node_95,Node_96,Node_97,Node_98,Node_99
734,2.471390e-01,-1.347843e-03,2.616271e-02,2.581994e-02,1.978066e-02,1.143066e-02,-1.945369e-03,-2.191730e-02,-3.675244e-02,-4.734668e-02,-6.406975e-02,-7.608275e-02,-8.276069e-02,-8.245105e-02,-8.309653e-02,-8.213089e-02,-8.742606e-02,-8.724663e-02,-8.086566e-02,-7.467706e-02,-6.160519e-02,-4.603267e-02,-2.710900e-02,-1.290359e-02,-5.801618e-03,-7.309000e-03,-2.813907e-03,3.208152e-03,9.908760e-03,1.599902e-02,1.740259e-02,1.965249e-02,2.337287e-02,2.643877e-02,2.228749e-02,2.647423e-02,3.061650e-02,3.620077e-02,4.470685e-02,5.697314e-02,6.491912e-02,7.131006e-02,8.608719e-02,9.340449e-02,9.826889e-02,9.656298e-02,8.833789e-02,7.247850e-02,5.844181e-02,4.828819e-02,3.905767e-02,2.502152e-02,8.778408e-03,-1.156755e-03,-1.527469e-02,-2.464520e-02,-2.711802e-02,-2.762956e-02,-2.858667e-02,-2.318332e-02,-1.659053e-02,-4.315653e-03,7.893332e-04,1.031361e-03,2.994720e-03,1.261233e-02,1.532319e-02,1.323175e-02,9.212659e-03,1.014192e-02,1.475669e-02,1.698480e-02,1.315197e-02,6.896766e-03,3.953194e-03,6.400000e-03,1.753990e-02,3.642002e-02,5.211321e-02,6.048759e-02,6.637975e-02,6.476863e-02,6.061600e-02,4.957028e-02,3.762077e-02,2.553357e-02,1.924013e-02,1.878408e-02,1.105696e-02,-4.238265e-04,-1.178738e-02,-2.998107e-02,-4.718932e-02,-5.970559e-02,-6.702960e-02,-7.397378e-02,-7.422123e-02,-7.686071e-02,-8.563049e-02,-9.204349e-02,-9.529069e-02,-9.480678e-02
735,2.474729e-01,-1.362742e-03,2.613720e-02,2.579341e-02,1.975215e-02,1.139931e-02,-1.980259e-03,-2.195627e-02,-3.679579e-02,-4.739451e-02,-6.412193e-02,-7.613890e-02,-8.282025e-02,-8.251328e-02,-8.316054e-02,-8.219569e-02,-8.749059e-02,-8.730982e-02,-8.092645e-02,-7.473445e-02,-6.165826e-02,-4.608060e-02,-2.715110e-02,-1.293928e-02,-5.830459e-03,-7.330677e-03,-2.828226e-03,3.201274e-03,9.909296e-03,1.600684e-02,1.741746e-02,1.967409e-02,2.340075e-02,2.647235e-02,2.232610e-02,2.651703e-02,3.066254e-02,3.624893e-02,4.475590e-02,5.702176e-02,6.496587e-02,7.135353e-02,8.612595e-02,9.343721e-02,9.829439e-02,9.658029e-02,8.834630e-02,7.247761e-02,5.843158e-02,4.826890e-02,3.902996e-02,2.498633e-02,8.736954e-03,-1.203061e-03,-1.532430e-02,-2.469652e-02,-2.716948e-02,-2.767967e-02,-2.863410e-02,-2.322692e-02,-1.662939e-02,-4.349086e-03,7.617853e-04,1.009943e-03,2.979490e-03,1.260320e-02,1.531994e-02,1.323408e-02,9.220227e-03,1.015434e-02,1.477356e-02,1.700571e-02,1.317649e-02,6.924455e-03,3.983583e-03,6.432578e-03,1.757411e-02,3.645522e-02,5.214871e-02,6.052262e-02,6.641349e-02,6.480020e-02,6.064448e-02,4.959474e-02,3.764030e-02,2.554730e-02,1.924725e-02,1.878390e-02,1.104890e-02,-4.402077e-04,-1.181236e-02,-3.001474e-02,-4.723161e-02,-5.975626e-02,-6.708820e-02,-7.403972e-02,-7.429376e-02,-7.693896e-02,-8.571346e-02,-9.213008e-02,-9.537973e-02,-9.489707e-02
736,2.478068e-01,-1.377639e-03,2.611162e-02,2.576682e-02,1.972359e-02,1.136793e-02,-2.015177e-03,-2.199525e-02,-3.683914e-02,-4.744233e-02,-6.417407e-02,-7.619501e-02,-8.287976e-02,-8.257545e-02,-8.322448e-02,-8.226041e-02,-8.755505e-02,-8.737294e-02,-8.098718e-02,-7.479178e-02,-6.171128e-02,-4.612849e-02,-2.719316e-02,-1.297494e-02,-5.859279e-03,-7.352340e-03,-2.842538e-03,3.194395e-03,9.909824e-03,1.601464e-02,1.743232e-02,1.969565e-02,2.342858e-02,2.650589e-02,2.236466e-02,2.655978e-02,3.070850e-02,3.629701e-02,4.480487e-02,5.707028e-02,6.501254e-02,7.139691e-02,8.616463e-02,9.346986e-02,9.831983e-02,9.659756e-02,8.835468e-02,7.247673e-02,5.842136e-02,4.824964e-02,3.900230e-02,2.495122e-02,8.695589e-03,-1.249270e-03,-1.537381e-02,-2.474775e-02,-2.722085e-02,-2.772970e-02,-2.868146e-02,-2.327047e-02,-1.666821e-02,-4.382489e-03,7.342548e-04,9.885301e-04,2.964256e-03,1.259405e-02,1.531667e-02,1.323639e-02,9.227772e-03,1.016674e-02,1.479040e-02,1.702659e-02,1.320098e-02,6.952113e-03,4.013938e-03,6.465119e-03,1.760827e-02,3.649037e-02,5.218416e-02,6.055760e-02,6.644717e-02,6.483171e-02,6.067290e-02,4.961915e-02,3.765978e-02,2.556098e-02,1.925434e-02,1.878369e-02,1.104081e-02,-4.566037e-04,-1.183734e-02,-3.004841e-02,-4.727389e-02,-5.980689e-02,-6.714676e-02,-7.410562e-02,-7.436624e-02,-7.701715e-02,-8.579636e-02,-9.221660e-02,-9.546870e-02,-9.498727e-02
737,2.481406e-01,-1.392535e-03,2.608598e-02,2.574017e-02,1.969499e-02,1.133651e-02,-2.050124e-03,-2.203424e-02,-3.688250e-02,-4.749014e-02,-6.422619e-02,-7.625108e-02,-8.293922e-02,-8.263756e-02,-8.328836e-02,-8.232507e-02,-8.761944e-02,-8.743599e-02,-8.104784e-02,-7.484905e-02,-6.176424e-02,-4.617633e-02,-2.723518e-02,-1.301057e-02,-5.888077e-03,-7.373990e-03,-2.856843e-03,3.187515e-03,9.910344e-03,1.602244e-02,1.744715e-02,1.971719e-02,2.345638e-02,2.653939e-02,2.240316e-02,2.660246e-02,3.075440e-02,3.634502e-02,4.485376e-02,5.711871e-02,6.505912e-02,7.144019e-02,8.620322e-02,9.350243e-02,9.834521e-02,9.661478e-02,8.836304e-02,7.247584e-02,5.841116e-02,4.823043e-02,3.897471e-02,2.491618e-02,8.654313e-03,-1.295382e-03,-1.542323e-02,-2.479887e-02,-2.727212e-02,-2.777964e-02,-2.872874e-02,-2.331395e-02,-1.670698e-02,-4.415860e-03,7.067418e-04,9.671232e-04,2.949018e-03,1.258489e-02,1.531338e-02,1.323868e-02,9.235294e-03,1.017911e-02,1.480722e-02,1.704744e-02,1.322544e-02,6.979740e-03,4.044260e-03,6.497622e-03,1.764239e-02,3.652548e-02,5.221956e-02,6.059253e-02,6.648080e-02,6.486316e-02,6.070125e-02,4.964349e-02,3.767920e-02,2.557461e-02,1.926138e-02,1.878344e-02,1.103270e-02,-4.730146e-04,-1.186232e-02,-3.008207e-02,-4.731615e-02,-5.985749e-02,-6.720528e-02,-7.417146e-02,-7.443866e-02,-7.709527e-02,-8.587918e-02,-9.230303e-02,-9.555758e-02,-9.507739e-02
738,2.484744e-01,-1.407430e-03,2.606029e-02,2.571348e-02,1.966633e-02,1.130504e-02,-2.085098e-03,-2.207325e-02,-3.692585e-02,-4.753793e-02,-6.427828e-02,-7.630711e-02,-8.299863e-02,-8.269961e-02,-8.335217e-02,-8.238966e-02,-8.768375e-02,-8.749897e-02,-8.110844e-02,-7.490626e-02,-6.181715e-02,-4.622412e-02,-2.727716e-02,-1.304617e-02,-5.916853e-03,-7.395626e-03,-2.871142e-03,3.180634e-03,9.910857e-03,1.603021e-02,1.746196e-02,1.973870e-02,2.348414e-02,2.657284e-02,2.244161e-02,2.664507e-02,3.080022e-02,3.639294e-02,4.490256e-02,5.716706e-02,6.510561e-02,7.148339e-02,8.624173e-02,9.353493e-02,9.837053e-02,9.663196e-02,8.837138e-02,7.247494e-02,5.840098e-02,4.821126e-02,3.894717e-02,2.488122e-02,8.613125e-03,-1.341397e-03,-1.547254e-02,-2.484990e-02,-2.732330e-02,-2.782950e-02,-2.877595e-02,-2.335738e-02,-1.674570e-02,-4.449201e-03,6.792464e-04,9.457222e-04,2.933776e-03,1.257572e-02,1.531008e-02,1.324095e-02,9.242791e-03,1.019145e-02,1.482401e-02,1.706826e-02,1.324987e-02,7.007336e-03,4.074548e-03,6.530089e-03,1.767646e-02,3.656054e-02,5.225491e-02,6.062740e-02,6.651437e-02,6.489455e-02,6.072956e-02,4.966778e-02,3.769857e-02,2.558819e-02,1.926838e-02,1.878316e-02,1.102456e-02,-4.894402e-04,-1.188731e-02,-3.011572e-02,-4.735838e-02,-5.990806e-02,-6.726375e-02,-7.423724e-02,-7.451102e-02,-7.717332e-02,-8.596193e-02,-9.238939e-02,-9.564639e-02,-9.516743e-02
739,2.488081e-01,-1.422323e-03,2.603454e-02,2.568672e-02,1.963763e-02,1.127354e-02,-2.120100e-03,-2.211227e-02,-3.696921e-02,-4.758571e-02,-6.433035e-02,-7.636310e-02,-8.305799e-02,-8.276160e-02,-8.341591e-02,-8.245417e-02,-8.774800e-02,-8.756188e-02,-8.116896e-02,-7.496341e-02,-6.187001e-02,-4.627187e-02,-2.731910e-02,-1.308174e-02,-5.945607e-03,-7.417247e-03,-2.885435e-03,3.173753e-03,9.911362e-03,1.603798e-02,1.747675e-02,1.976018e-02,2.351187e-02,2.660624e-02,2.248000e-02,2.668763e-02,3.084597e-02,3.644079e-02,4.495127e-02,5.721531e-02,6.515200e-02,7.152650e-02,8.628015e-02,9.356736e-02,9.839579e-02,9.664909e-02,8.837969e-02,7.247405e-02,5.839082e-02,4.819213e-02,3.891970e-02,2.484633e-02,8.572025e-03,-1.387315e-03,-1.552175e-02,-2.490083e-02,-2.737439e-02,-2.787927e-02,-2.882308e-02,-2.340075e-02,-1.678439e-02,-4.482511e-03,6.517687e-04,9.243272e-04,2.918530e-03,1.256654e-02,1.530676e-02,1.324320e-02,9.250265e-03,1.020377e-02,1.484078e-02,1.708906e-02,1.327428e-02,7.034901e-03,4.104802e-03,6.562518e-03,1.771050e-02,3.659556e-02,5.229021e-02,6.066223e-02,6.654789e-02,6.492588e-02,6.075780e-02,4.969201e-02,3.771788e-02,2.560173e-02,1.927534e-02,1.878284e-02,1.101640e-02,-5.058805e-04,-1.191230e-02,-3.014936e-02,-4.740060e-02,-5.995859e-02,-6.732218e-02,-7.430298e-02,-7.458332e-02,-7.725130e-02,-8.604460e-02,-9.247567e-02,-9.573511e-02,-9.525739e-02
740,2.491417e-01,-1.437215e-03,2.600873e-02,2.565992e-02,1.960888e-02,1.124200e-02,-2.155130e-03,-2.215131e-02,-3.701257e-02,-4.763348e-02,-6.438239e-02,-7.641906e-02,-8.311730e-02,-8.282353e-02,-8.347959e-02,-8.251862e-02,-8.781218e-02,-8.762473e-02,-8.122943e-02,-7.502050e-02,-6.192281e-02,-4.631957e-02,-2.736101e-02,-1.311728e-02,-5.974339e-03,-7.438855e-03,-2.899722e-03,3.166871e-03,9.911859e-03,1.604572e-02,1.749152e-02,1.978163e-02,2.353956e-02,2.663961e-02,2.251834e-02,2.673012e-02,3.089165e-02,3.648856e-02,4.499990e-02,5.726348e-02,6.519831e-02,7.156953e-02,8.631850e-02,9.359971e-02,9.842099e-02,9.666618e-02,8.838798e-02,7.247315e-02,5.838068e-02,4.817304e-02,3.889228e-02,2.481152e-02,8.531013e-03,-1.433138e-03,-1.557086e-02,-2.495166e-02,-2.742538e-02,-2.792896e-02,-2.887015e-02,-2.344406e-02,-1.682302e-02,-4.515790e-03,6.243088e-04,9.029384e-04,2.903281e-03,1.255735e-02,1.530342e-02,1.324543e-02,9.257716e-03,1.021606e-02,1.485751e-02,1.710983e-02,1.329865e-02,7.062435e-03,4.135022e-03,6.594910e-03,1.774450e-02,3.663053e-02,5.232546e-02,6.069700e-02,6.658135e-02,6.495716e-02,6.078598e-02,4.971619e-02,3.773714e-02,2.561521e-02,1.928225e-02,1.878249e-02,1.100821e-02,-5.223355e-04,-1.193729e-02,-3.018299e-02,-4.744280e-02,-6.000910e-02,-6.738058e-02,-7.436867e-02,-7.465556e-02,-7.732922e-02,-8.612720e-02,-9.256187e-02,-9.582375e-02,-9.534726e-02
741,2.494753e-01,-1.452105e-03,2.598286e-02,2.563305e-02,1.958008e-02,1.121042e-02,-2.190188e-03,-2.219036e-02,-3.705593e-02,-4.768123e-02,-6.443440e-02,-7.647497e-02,-8.317656e-02,-8.288540e-02,-8.354321e-02,-8.258300e-02,-8.787628e-02,-8.768750e-02,-8.128982e-02,-7.507753e-02,-6.197555e-02,-4.636722e-02,-2.740288e-02,-1.315279e-02,-6.003050e-03,-7.460449e-03,-2.914002e-03,3.159987e-03,9.912348e-03,1.605346e-02,1.750627e-02,1.980306e-02,2.356721e-02,2.667292e-02,2.255663e-02,2.677255e-02,3.093726e-02,3.653625e-02,4.504845e-02,5.731156e-02,6.524452e-02,7.161246e-02,8.635676e-02,9.363199e-02,9.844613e-02,9.668323e-02,8.839625e-02,7.247224e-02,5.837056e-02,4.815399e-02,3.886492e-02,2.477679e-02,8.490088e-03,-1.478864e-03,-1.561988e-02,-2.500239e-02,-2.747628e-02,-2.797856e-02,-2.891714e-02,-2.348730e-02,-1.686161e-02,-4.549038e-03,5.968667e-04,8.815558e-04,2.888028e-03,1.254814e-02,1.530006e-02,1.324764e-02,9.265143e-03,1.022833e-02,1.487422e-02,1.713057e-02,1.332299e-02,7.089938e-03,4.165209e-03,6.627265e-03,1.777845e-02,3.666546e-02,5.236067e-02,6.073171e-02,6.661475e-02,6.498838e-02,6.081411e-02,4.974030e-02,3.775635e-02,2.562864e-02,1.928912e-02,1.878211e-02,1.100000e-02,-5.388051e-04,-1.196229e-02,-3.021662e-02,-4.748497e-02,-6.005958e-02,-6.743893e-02,-7.443430e-02,-7.472774e-02,-7.740707e-02,-8.620973e-02,-9.264799e-02,-9.591231e-02,-9.543705e-02
742,2.498088e-01,-1.466993e-03,2.595694e-02,2.560614e-02,1.955123e-02,1.117880e-02,-2.225273e-03,-2.222943e-02,-3.709929e-02,-4.772897e-02,-6.448638e-02,-7.653085e-02,-8.323577e-02,-8.294722e-02,-8.360676e-02,-8.264731e-02,-8.794032e-02,-8.775020e-02,-8.135015e-02,-7.513450e-02,-6.202825e-02,-4.641483e-02,-2.744470e-02,-1.318827e-02,-6.031738e-03,-7.482029e-03,-2.928276e-03,3.153104e-03,9.912830e-03,1.606118e-02,1.752099e-02,1.982445e-02,2.359482e-02,2.670619e-02,2.259486e-02,2.681492e-02,3.098280e-02,3.658386e-02,4.509691e-02,5.735954e-02,6.529065e-02,7.165531e-02,8.639494e-02,9.366420e-02,9.847120e-02,9.670023e-02,8.840449e-02,7.247134e-02,5.836046e-02,4.813497e-02,3.883762e-02,2.474213e-02,8.449251e-03,-1.524496e-03,-1.566879e-02,-2.505302e-02,-2.752708e-02,-2.802808e-02,-2.896406e-02,-2.353049e-02,-1.690016e-02,-4.582255e-03,5.694426e-04,8.601796e-04,2.872772e-03,1.253893e-02,1.529669e-02,1.324982e-02,9.272546e-03,1.024058e-02,1.489091e-02,1.715128e-02,1.334731e-02,7.117409e-03,4.195361e-03,6.659582e-03,1.781237e-02,3.670034e-02,5.239582e-02,6.076637e-02,6.664810e-02,6.501954e-02,6.084218e-02,4.976437e-02,3.777550e-02,2.564203e-02,1.929595e-02,1.878169e-02,1.099176e-02,-5.552893e-04,-1.198729e-02,-3.025024e-02,-4.752713e-02,-6.011003e-02,-6.749724e-02,-7.449989e-02,-7.479986e-02,-7.748485e-02,-8.629219e-02,-9.273403e-02,-9.600078e-02,-9.552675e-02
743,2.501423e-01,-1.481880e-03,2.593096e-02,2.557917e-02,1.952234e-02,1.114715e-02,-2.260385e-03,-2.226851e-02,-3.714265e-02,-4.777670e-02,-6.453834e-02,-7.658668e-02,-8.329493e-02,-8.300898e-02,-8.367024e-02,-8.271156e-02,-8.800429e-02,-8.781284e-02,-8.141042e-02,-7.519140e-02,-6.208088e-02,-4.646239e-02,-2.748649e-02,-1.322372e-02,-6.060405e-03,-7.503595e-03,-2.942543e-03,3.146219e-03,9.913303e-03,1.606888e-02,1.753569e-02,1.984581e-02,2.362240e-02,2.673942e-02,2.263304e-02,2.685723e-02,3.102827e-02,3.663139e-02,4.514529e-02,5.740745e-02,6.533669e-02,7.169807e-02,8.643303e-02,9.369633e-02,9.849622e-02,9.671719e-02,8.841270e-02,7.247043e-02,5.835037e-02,4.811600e-02,3.881038e-02,2.470754e-02,8.408501e-03,-1.570032e-03,-1.571761e-02,-2.510356e-02,-2.757779e-02,-2.807752e-02,-2.901090e-02,-2.357362e-02,-1.693866e-02,-4.615441e-03,5.420366e-04,8.388098e-04,2.857512e-03,1.252970e-02,1.529330e-02,1.325199e-02,9.279926e-03,1.025279e-02,1.490757e-02,1.717196e-02,1.337159e-02,7.144849e-03,4.225479e-03,6.691862e-03,1.784624e-02,3.673518e-02,5.243092e-02,6.080098e-02,6.668139e-02,6.505065e-02,6.087019e-02,4.978837e-02,3.779460e-02,2.565536e-02,1.930274e-02,1.878124e-02,1.098350e-02,-5.717880e-04,-1.201230e-02,-3.028384e-02,-4.756927e-02,-6.016044e-02,-6.755550e-02,-7.456542e-02,-7.487192e-02,-7.756256e-02,-8.637457e-02,-9.282000e-02,-9.608918e-02,-9.561638e-02
744,2.504757e-01,-1.496766e-03,2.590492e-02,2.555215e-02,1.949339e-02,1.111545e-02,-2.295525e-03,-2.230761e-02,-3.718601e-02,-4.782441e-02,-6.459028e-02,-7.664248e-02,-8.335404e-02,-8.307068e-02,-8.373366e-02,-8.277573e-02,-8.806818e-02,-8.787541e-02,-8.147062e-02,-7.524825e-02,-6.213347e-02,-4.650991e-02,-2.752825e-02,-1.325914e-02,-6.089050e-03,-7.525146e-03,-2.956804e-03,3.139333e-03,9.913769e-03,1.607657e-02,1.755037e-02,1.986715e-02,2.364994e-02,2.677260e-02,2.267117e-02,2.689948e-02,3.107367e-02,3.667885e-02,4.519358e-02,5.745526e-02,6.538263e-02,7.174074e-02,8.647105e-02,9.372839e-02,9.852119e-02,9.673411e-02,8.842090e-02,7.246952e-02,5.834030e-02,4.809706e-02,3.878320e-02,2.467303e-02,8.367837e-03,-1.615473e-03,-1.576633e-02,-2.515399e-02,-2.762842e-02,-2.812687e-02,-2.905768e-02,-2.361669e-02,-1.697712e-02,-4.648595e-03,5.146487e-04,8.174466e-04,2.842250e-03,1.252046e-02,1.528989e-02,1.325413e-02,9.287283e-03,1.026499e-02,1.492420e-02,1.719262e-02,1.339585e-02,7.172258e-03,4.255564e-03,6.724105e-03,1.788007e-02,3.676997e-02,5.246598e-02,6.083554e-02,6.671463e-02,6.508169e-02,6.089815e-02,4.981232e-02,3.781364e-02,2.566865e-02,1.930948e-02,1.878075e-02,1.097521e-02,-5.883013e-04,-1.203730e-02,-3.031745e-02,-4.761139e-02,-6.021083e-02,-6.761373e-02,-7.463090e-02,-7.494392e-02,-7.764021e-02,-8.645688e-02,-9.290589e-02,-9.617749e-02,-9.570592e-02
745,2.508090e-01,-1.511650e-03,2.587883e-02,2.552507e-02,1.946441e-02,1.108372e-02,-2.330692e-03,-2.234672e-02,-3.722937e-02,-4.787212e-02,-6.464218e-02,-7.669824e-02,-8.341310e-02,-8.313232e-02,-8.379702e-02,-8.283984e-02,-8.813201e-02,-8.793790e-02,-8.153076e-02,-7.530504e-02,-6.218600e-02,-4.655738e-02,-2.756996e-02,-1.329452e-02,-6.117672e-03,-7.546684e-03,-2.971058e-03,3.132447e-03,9.914228e-03,1.608424e-02,1.756503e-02,1.988846e-02,2.367745e-02,2.680574e-02,2.270924e-02,2.694166e-02,3.111900e-02,3.672622e-02,4.524179e-02,5.750298e-02,6.542849e-02,7.178332e-02,8.650898e-02,9.376038e-02,9.854609e-02,9.675098e-02,8.842907e-02,7.246860e-02,5.833025e-02,4.807817e-02,3.875607e-02,2.463859e-02,8.327260e-03,-1.660819e-03,-1.581494e-02,-2.520433e-02,-2.767894e-02,-2.817614e-02,-2.910438e-02,-2.365971e-02,-1.701553e-02,-4.681719e-03,4.872790e-04,7.960901e-04,2.826984e-03,1.251121e-02,1.528647e-02,1.325626e-02,9.294616e-03,1.027715e-02,1.494080e-02,1.721325e-02,1.342008e-02,7.199636e-03,4.285614e-03,6.756310e-03,1.791386e-02,3.680471e-02,5.250099e-02,6.087005e-02,6.674781e-02,6.511268e-02,6.092604e-02,4.983621e-02,3.783264e-02,2.568189e-02,1.931619e-02,1.878023e-02,1.096690e-02,-6.048290e-04,-1.206231e-02,-3.035104e-02,-4.765349e-02,-6.026118e-02,-6.767192e-02,-7.469633e-02,-7.501586e-02,-7.771779e-02,-8.653911e-02,-9.299170e-02,-9.626573e-02,-9.579538e-02
746,2.511423e-01,-1.526533e-03,2.585268e-02,2.549794e-02,1.943537e-02,1.105195e-02,-2.365886e-03,-2.238584e-02,-3.727274e-02,-4.791980e-02,-6.469406e-02,-7.675396e-02,-8.347212e-02,-8.319390e-02,-8.386031e-02,-8.290387e-02,-8.819577e-02,-8.800033e-02,-8.159083e-02,-7.536176e-02,-6.223848e-02,-4.660480e-02,-2.761163e-02,-1.332988e-02,-6.146273e-03,-7.568208e-03,-2.985306e-03,3.125560e-03,9.914678e-03,1.609190e-02,1.757967e-02,1.990973e-02,2.370492e-02,2.683883e-02,2.274726e-02,2.698378e-02,3.116425e-02,3.677352e-02,4.528991e-02,5.755062e-02,6.547426e-02,7.182582e-02,8.654683e-02,9.379230e-02,9.857093e-02,9.676782e-02,8.843721e-02,7.246768e-02,5.832022e-02,4.805931e-02,3.872900e-02,2.460423e-02,8.286770e-03,-1.706072e-03,-1.586347e-02,-2.525458e-02,-2.772938e-02,-2.822532e-02,-2.915101e-02,-2.370266e-02,-1.705390e-02,-4.714811e-03,4.599276e-04,7.747404e-04,2.811716e-03,1.250196e-02,1.528303e-02,1.325836e-02,9.301927e-03,1.028930e-02,1.495738e-02,1.723385e-02,1.344428e-02,7.226982e-03,4.315630e-03,6.788478e-03,1.794761e-02,3.683941e-02,5.253594e-02,6.090450e-02,6.678094e-02,6.514362e-02,6.095388e-02,4.986005e-02,3.785158e-02,2.569508e-02,1.932285e-02,1.877968e-02,1.095857e-02,-6.213711e-04,-1.208733e-02,-3.038463e-02,-4.769557e-02,-6.031151e-02,-6.773006e-02,-7.476172e-02,-7.508774e-02,-7.779530e-02,-8.662127e-02,-9.307743e-02,-9.635388e-02,-9.588475e-02
747,2.514755e-01,-1.541414e-03,2.582647e-02,2.547076e-02,1.940629e-02,1.102014e-02,-2.401108e-03,-2.242499e-02,-3.731610e-02,-4.796748e-02,-6.474592e-02,-7.680964e-02,-8.353108e-02,-8.325542e-02,-8.392354e-02,-8.296784e-02,-8.825946e-02,-8.806270e-02,-8.165083e-02,-7.541843e-02,-6.229090e-02,-4.665217e-02,-2.765327e-02,-1.336521e-02,-6.174852e-03,-7.589717e-03,-2.999547e-03,3.118673e-03,9.915121e-03,1.609955e-02,1.759429e-02,1.993098e-02,2.373235e-02,2.687187e-02,2.278523e-02,2.702584e-02,3.120944e-02,3.682075e-02,4.533796e-02,5.759817e-02,6.551994e-02,7.186823e-02,8.658460e-02,9.382415e-02,9.859571e-02,9.678461e-02,8.844533e-02,7.246676e-02,5.831021e-02,4.804049e-02,3.870199e-02,2.456994e-02,8.246365e-03,-1.751230e-03,-1.591189e-02,-2.530472e-02,-2.777973e-02,-2.827442e-02,-2.919757e-02,-2.374555e-02,-1.709222e-02,-4.747872e-03,4.325946e-04,7.533977e-04,2.796445e-03,1.249269e-02,1.527958e-02,1.326044e-02,9.309214e-03,1.030142e-02,1.497393e-02,1.725443e-02,1.346845e-02,7.254296e-03,4.345613e-03,6.820609e-03,1.798132e-02,3.687407e-02,5.257085e-02,6.093890e-02,6.681401e-02,6.517449e-02,6.098166e-02,4.988383e-02,3.787046e-02,2.570823e-02,1.932947e-02,1.877909e-02,1.095021e-02,-6.379276e-04,-1.211235e-02,-3.041820e-02,-4.773763e-02,-6.036180e-02,-6.778817e-02,-7.482705e-02,-7.515957e-02,-7.787275e-02,-8.670336e-02,-9.316308e-02,-9.644195e-02,-9.597405e-02
748,2.518087e-01,-1.556294e-03,2.580021e-02,2.544353e-02,1.937716e-02,1.098829e-02,-2.436356e-03,-2.246414e-02,-3.735947e-02,-4.801514e-02,-6.479774e-02,-7.686529e-02,-8.358999e-02,-8.331689e-02,-8.398670e-02,-8.303175e-02,-8.832308e-02,-8.812499e-02,-8.171077e-02,-7.547504e-02,-6.234327e-02,-4.669950e-02,-2.769487e-02,-1.340051e-02,-6.203409e-03,-7.611213e-03,-3.013782e-03,3.111784e-03,9.915556e-03,1.610718e-02,1.760888e-02,1.995220e-02,2.375975e-02,2.690488e-02,2.282314e-02,2.706783e-02,3.125456e-02,3.686789e-02,4.538592e-02,5.764563e-02,6.556553e-02,7.191056e-02,8.662229e-02,9.385592e-02,9.862044e-02,9.680135e-02,8.845343e-02,7.246584e-02,5.830021e-02,4.802171e-02,3.867504e-02,2.453572e-02,8.206046e-03,-1.796294e-03,-1.596021e-02,-2.535477e-02,-2.782998e-02,-2.832344e-02,-2.924405e-02,-2.378839e-02,-1.713049e-02,-4.780901e-03,4.052801e-04,7.320619e-04,2.781171e-03,1.248341e-02,1.527610e-02,1.326251e-02,9.316478e-03,1.031351e-02,1.499046e-02,1.727498e-02,1.349259e-02,7.281580e-03,4.375561e-03,6.852702e-03,1.801499e-02,3.690868e-02,5.260571e-02,6.097324e-02,6.684702e-02,6.520531e-02,6.100939e-02,4.990755e-02,3.788930e-02,2.572132e-02,1.933604e-02,1.877846e-02,1.094182e-02,-6.544984e-04,-1.213737e-02,-3.045177e-02,-4.777968e-02,-6.041206e-02,-6.784623e-02,-7.489233e-02,-7.523133e-02,-7.795013e-02,-8.678538e-02,-9.324866e-02,-9.652995e-02,-9.606326e-02
